address_from,address_to,date_time,amount
\xdfd5293d8e347dfe59e90efd55b2956a1343963d,\xd546a644a8b5387d2b970bc5c5a945bface5dc58,2022-08-08T14:06:37+00:00,180240.535000000000
\xf6c15b384b640e5ac718c2da1fc6d4cc6be063a0,\x74de5d4fcbf63e00296fd95d33236b9794016631,2022-08-08T14:06:30+00:00,896.1381136148033364
\x74de5d4fcbf63e00296fd95d33236b9794016631,\x325365ed8275f6a74cac98917b7f6face8da533b,2022-08-08T14:06:30+00:00,896.1381136148033364
\x6cc5f688a315f3dc28a7781717a9a798a59fda7b,\x6643887784cb89cc9537dbb7ea20b00c45abeefb,2022-08-08T14:15:23+00:00,13545.000000000000
\x28c6c06298d514db089934071355e5743bf21d60,\xaeee0f86a109adea9b632e41d903e9edcab4f8e6,2022-08-08T14:16:19+00:00,69956.000000000000
\xcdc8488e63a403bfd580222ea0f3719477bfea9c,\x93cc03a658cd104195e5a7ffc49e6f03bcdc1554,2022-08-08T14:14:04+00:00,397.3360800000000000
\xd546a644a8b5387d2b970bc5c5a945bface5dc58,\xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,2022-08-08T14:18:39+00:00,180240.535000000000
\x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,\x1c39007238cacff7eb728f3b389e7061e4a3a9d8,2022-08-08T14:20:52+00:00,2416.0000000000000000
\xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,\xc8ab0209700e6c06d2b48b3de09fb1b468723355,2022-08-08T14:21:43+00:00,1198.9732583100000000
\x27239549dd40e1d60f5b80b0c4196923745b1fd2,\xff58711683be66dad6e0e20e0043af46fc7f5f49,2022-08-08T14:21:24+00:00,555.0454845950000000
\xa25c082701050e4f980e00b5c06affa74f1db3c8,\x27239549dd40e1d60f5b80b0c4196923745b1fd2,2022-08-08T14:21:24+00:00,560.3689900000000000
\x27239549dd40e1d60f5b80b0c4196923745b1fd2,\x558247e365be655f9144e1a0140d793984372ef3,2022-08-08T14:21:24+00:00,5.3235054050000000
\x6643887784cb89cc9537dbb7ea20b00c45abeefb,\xf89d7b9c864f589bbf53a82105107622b35eaa40,2022-08-08T14:23:48+00:00,13545.000000000000
\xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,\x4235b215e764590339c6db542e7c8ca91dcf1795,2022-08-08T14:24:30+00:00,389.5000000000000000
\x0d0707963952f2fba59dd06f2b425ace40b492fe,\x9e99c7debcde21e5ca9d04322b3be130c662e5a0,2022-08-08T14:30:18+00:00,11250.089587000000
\x1c17622cfa9b6fd2043a76dfc39a5b5a109aa708,\x3b59a023d74aceca4b10b134fd218f887fa0ec1b,2022-08-08T14:31:17+00:00,471357.000000000000
\x21a31ee1afc51d94c2efccaa2092ad1028285549,\x3803d1d9217d056c80afb32e7896923424c35f2a,2022-08-08T14:34:22+00:00,98.9118094000000000
\x1c39007238cacff7eb728f3b389e7061e4a3a9d8,\x6cc5f688a315f3dc28a7781717a9a798a59fda7b,2022-08-08T14:37:15+00:00,2416.0000000000000000
\x7bd8efab672250de65ba4ba3bc6c3aa08120a1c3,\x6e55809645fb876566d22156612b137b93f06c9b,2022-08-08T14:42:02+00:00,210.8910891089108911
\xf80dc2bb5d2c2b96c06606765cc5b5f9d561b292,\x5f65f7b609678448494de4c87521cdf6cef1e932,2022-08-08T14:46:03+00:00,818.0835308890493405
\x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,\x69ed546ae6aabb0dda338ae3aba05a215c63639d,2022-08-08T14:42:57+00:00,31088.490000000000
\xdfd5293d8e347dfe59e90efd55b2956a1343963d,\x8ada91f2a59fdd51a17c31da13b608a1b2e93529,2022-08-08T14:47:02+00:00,4569.4320000000000000
\x022b1ef743d3172d24342ba9e2b909f68e559654,\xf80dc2bb5d2c2b96c06606765cc5b5f9d561b292,2022-08-08T14:45:17+00:00,818.0835308890493405
\x6cc5f688a315f3dc28a7781717a9a798a59fda7b,\x6643887784cb89cc9537dbb7ea20b00c45abeefb,2022-08-08T14:48:42+00:00,19299.000000000000
\xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,\x01e0d769d32bbd11adc8168fc25ce911dc798905,2022-08-08T14:52:53+00:00,9.1240892800000000
\xe0094048519936ca6f3711b70b64711fbbbfa41b,\x4c270de592db7a3b01fda2ad7d485ce278d5b24c,2022-08-08T14:50:47+00:00,705.6000000000000000
\x7bd8efab672250de65ba4ba3bc6c3aa08120a1c3,\x98009ccf0212a75aaaba7f27a8bef19e307c0abf,2022-08-08T14:53:17+00:00,19645.186795809449
\xb0f4a77bde7fee134265307c5cc19abff0ba409b,\x8d31056fd9fbf5f70096a5d712d9325e20c276af,2022-08-08T14:50:36+00:00,642.4036615764157076
\x28c6c06298d514db089934071355e5743bf21d60,\xcd8a20209437261abf7c357a186c1f50b0944f06,2022-08-08T14:58:00+00:00,4956.0738626100000000
\x1333926e97af494450a590eb9b21e8fdefc45bc3,\x75acb627b985ce7f1fcd492737c54e687e9a6043,2022-08-08T14:59:53+00:00,685.0255054200000000
\x98c3d3183c4b8a650614ad179a1a98be0a8d6b8e,\xb0f4a77bde7fee134265307c5cc19abff0ba409b,2022-08-08T14:57:12+00:00,24305.000000000000
\x3b59a023d74aceca4b10b134fd218f887fa0ec1b,\x28c6c06298d514db089934071355e5743bf21d60,2022-08-08T15:00:19+00:00,471357.000000000000
\x6643887784cb89cc9537dbb7ea20b00c45abeefb,\xf89d7b9c864f589bbf53a82105107622b35eaa40,2022-08-08T14:58:42+00:00,19299.000000000000
